drug_name,medical_condition,side_effects,generic_name,brand_names
Taztia XT,Hypertension,"Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor immediately if any of the following side effects occur: More common Body aches or pain congestion cough dryness or soreness of the throat fever hoarseness runny nose tender or swollen glands in the neck trouble swallowing voice changes Less common Chest pain, discomfort, or tightness chills diarrhea difficult or labored breathing feeling faint, dizzy, or lightheaded feeling of warmth or heat flushing or redness of the skin, especially on the face and neck general feeling of discomfort or illness headache joint pain loss of appetite muscle aches and pains nausea shivering slow or irregular heartbeat sweating swelling of the hands, ankles, feet, or lower legs trouble sleeping unusual tiredness or weakness vomiting Incidence not known Blistering, peeling, or loosening of the skin itching large, hive-like swelling on the face, eyelids, lips, tongue, throat, hands, legs, feet, or sex organs no heartbeat red skin lesions, often with a purple center red, irritated eyes sores, ulcers, or white spots in the mouth or on the lips Some side effects may occur that usually do not need medical attention. These side effects may go away during treatment as your body adjusts to the medicine. Also, your health care professional may be able to tell you about ways to prevent or reduce some of these side effects. Check with your health care professional if any of the following side effects continue or are bothersome or if you have any questions about them: More common Sneezing stuffy nose Less common Acid or sour stomach belching constipation continuing ringing or buzzing or other unexplained noise in the ears degenerative disease of the joint difficulty with moving hearing loss heartburn indigestion lack or loss of strength muscle aching or cramping muscle pains or stiffness pain or tenderness around the eyes and cheekbones rash stomach discomfort, upset, or pain swollen joints Incidence not known Loss or thinning of the hair Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. Taztia XT side effects",diltiazem (oral route),
Tekturna,Hypertension,"hives , itching; vomiting, severe stomach pain ; dizziness , chest tightness, difficult breathing; swelling of your face, lips, tongue, or throat. If you have an allergic reaction to Tekturna you should not take it again. Call your doctor at once if you have: a light-headed feeling, like you might pass out; little or no urination; high potassium - nausea , weakness, tingly feeling, chest pain, irregular heartbeats, loss of movement; or low levels of sodium in the body - headache , confusion, slurred speech, severe weakness, vomiting, loss of coordination, feeling unsteady. Common Tekturna side effects may include: diarrhea.",aliskiren,
Tiadylt ER,Hypertension,,diltiazem hydrochloride,
Tiazac,Hypertension,"chest pain; slow heartbeats; pounding heartbeats or fluttering in your chest; a light-headed feeling, like you might pass out; or heart problems - swelling, rapid weight gain, feeling short of breath. Common Tiazac side effects may include: swelling; dizziness , weakness; headache ; nausea ; or rash.",diltiazem,
torsemide,Hypertension,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Call your doctor right away if you have: a light-headed feeling, like you might pass out; ringing in your ears, sudden hearing loss ; kidney problems--little or no urination, painful or difficult urination, swelling in your feet or ankles, feeling tired or short of breath; low magnesium level-- dizziness , irregular heartbeats, feeling jittery, muscle cramps, muscle spasms, cough or choking feeling; low potassium level--leg cramps, constipation , irregular heartbeats, fluttering in your chest, increased thirst or urination, numbness or tingling, muscle weakness or limp feeling; or low sodium level-- headache , confusion, slurred speech, severe weakness, vomiting, loss of coordination, feeling unsteady. Common side effects of torsemide may include: increased urination; or headache.",torsemide (oral/injection),"Demadex, Soaanz"
Zestoretic,Hypertension,"hives ; severe stomach pain; difficulty breathing; swelling of your face, lips, tongue, or throat. You may be more likely to have an allergic reaction if you are African-American. Call your doctor at once if you have: a light-headed feeling, like you might pass out; eye pain , vision problems; little or no urination; weakness, drowsiness, or feeling restless; fever, chills, sore throat , mouth sores, trouble swallowing; jaundice (yellowing of the skin or eyes); high potassium - nausea , tingly feeling, chest pain, irregular heartbeats, loss of movement; low potassium - leg cramps, constipation , irregular heartbeats, fluttering in your chest, increased thirst or urination, numbness or tingling, muscle weakness or limp feeling; or low sodium - headache , confusion, slurred speech, severe weakness, vomiting, loss of coordination, feeling unsteady. Common Zestoretic side effects may include: cough; headache; dizziness ; or tired feeling.",hydrochlorothiazide and lisinopril,
Ziac,Hypertension,"chest pain; fast, slow, or uneven heartbeats; a light-headed feeling, like you might pass out; blurred vision, tunnel vision, eye pain , or seeing halos around lights; shortness of breath (even with mild exertion), swelling, rapid weight gain; liver problems - nausea , upper stomach pain, itching, tired feeling, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes); signs of an electrolyte imbalance - increased thirst or urination, constipation , muscle pain or weakness, leg cramps, numbness or tingling, feeling jittery, irregular heartbeats, fluttering in your chest, or a choking feeling; low blood sugar - headache , hunger, sweating, irritability, dizziness , fast heart rate , and feeling anxious or shaky. Common Ziac side effects may include: dizziness; feeling weak or tired; diarrhea, nausea, indigestion ; headache; or cough.",hydrochlorothiazide and bisoprolol,
Accuretic,Hypertension,"a light-headed feeling, like you might pass out; blurred vision, tunnel vision, eye pain , or seeing halos around lights; swelling, weight gain, shortness of breath; sudden weakness or ill feeling, fever, chills, sore throat, mouth sores, trouble swallowing; high potassium-- nausea , tingly feeling, chest pain, irregular heartbeats, loss of movement; low potassium level--leg cramps, constipation , irregular heartbeats, fluttering in your chest, increased thirst or urination, numbness or tingling, muscle weakness or limp feeling; or low levels of sodium-- headache , confusion, slurred speech, severe weakness, vomiting, loss of coordination, feeling unsteady. Common side effects of Accuretic may include: cough; headache, dizziness ; tired feeling; or muscle pain.",hydrochlorothiazide and quinapril,
acebutolol,Hypertension,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Acebutolol may cause serious side effects. Call your doctor at once if you have: shortness of breath (even with mild exertion), swelling, rapid weight gain; new or worsening chest pain; slow heartbeats; a light-headed feeling, like you might pass out; or dangerously high blood pressure--severe headache , blurred vision, pounding in your neck or ears, nosebleed, anxiety , confusion, severe chest pain, shortness of breath, irregular heartbeats. Common side effects of acebutolol may include: headache, dizziness; feeling tired; nausea , upset stomach ; diarrhea , constipation ; or sleep problems ( insomnia ).",acebutolol,Sectral
Aldactazide,Hypertension,"skin rash, fever, swollen glands, muscle aches, severe weakness, unusual bruising, or yellowing of your skin or eyes. Aldactazide may cause serious side effects. Call your doctor at once if you have: a light-headed feeling, like you might pass out; blurred vision, tunnel vision, eye pain , or seeing halos around lights; breast swelling and tenderness; low blood cell counts--easy bruising, unusual bleeding, pale skin, cold hands and feet, feeling light-headed or short of breath; high potassium level--nausea, weakness, tingly feeling, chest pain, irregular heartbeats, loss of movement; low potassium level--leg cramps, constipation , irregular heartbeats, fluttering in your chest, increased thirst or urination, numbness or tingling, muscle weakness or limp feeling; or low sodium level -- headache , confusion, slurred speech, severe weakness, vomiting, loss of coordination, feeling unsteady. Common side effects of Aldactazide may include: drowsiness, dizziness, lack of energy; leg cramps; weakness; feeling like you might pass out; severe pain in your upper stomach spreading to your back, nausea and vomiting ; or electrolyte imbalance.",hydrochlorothiazide and spironolactone,
Aldoril,Hypertension,"Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor immediately if any of the following side effects occur: Rare Unexplained fever shortly after starting to take this medicine Check with your doctor as soon as possible if any of the following side effects occur: Signs and symptoms of too much potassium loss Dry mouth increased thirst irregular heartbeats muscle cramps or pain nausea or vomiting unusual tiredness or weakness weak pulse Less common Mental depression or anxiety nightmares or unusually vivid dreams Rare Cough or hoarseness dark or amber urine diarrhea or stomach cramps (severe or continuing) fever, chills, troubled breathing, and fast heartbeat general feeling of discomfort or illness or weakness joint pain lower back or side pain painful or difficult urination pale stools skin rash, hives, or itching stomach pain (severe) with nausea and vomiting tiredness or weakness after having taken this medicine for several weeks (continuing) yellow eyes or skin Some side effects may occur that usually do not need medical attention. These side effects may go away during treatment as your body adjusts to the medicine. Also, your health care professional may be able to tell you about ways to prevent or reduce some of these side effects. Check with your health care professional if any of the following side effects continue or are bothersome or if you have any questions about them: More common Dizziness or light-headedness when getting up from a lying or sitting position drowsiness dryness of mouth headache Less common Decreased sexual ability or interest in sex diarrhea increased sensitivity of skin to sunlight (skin rash, itching, redness or other discoloration of skin or severe sunburn after exposure to sunlight) loss of appetite numbness, tingling, pain, or weakness in hands or feet slow heartbeat stuffy nose swelling of breasts or unusual milk production Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. Aldoril side effects",methyldopa and hydrochlorothiazide (oral route),
aliskiren / hydrochlorothiazide,Hypertension,"a light-headed feeling, like you might pass out; little or no urination; eye pain , vision problems; high potassium level-- nausea , weakness, tingly feeling, chest pain, irregular heartbeats, loss of movement; low potassium level--leg cramps, constipation , irregular heartbeats, fluttering in your chest, increased thirst or urination, numbness or tingling, muscle weakness or limp feeling; low sodium level -- headache , confusion, slurred speech, severe weakness, vomiting, loss of coordination, feeling unsteady; or lupus -like symptoms--muscle or joint pain, fever, and a rash or patchy skin color that worsens in sunlight. Common side effects of hydrochlorothiazide and aliskiren may include: dizziness, tired feeling; high potassium; cough; joint pain; diarrhea; or flu symptoms (fever, chills, body aches).",hydrochlorothiazide and aliskiren,Tekturna HCT
aliskiren,Hypertension,"hives , itching; vomiting, severe stomach pain; dizziness , chest tightness, difficult breathing; swelling of your face, lips, tongue, or throat. If you have an allergic reaction to aliskiren you should not take it again. Aliskiren may cause serious side effects. Call your doctor at once if you have: a light-headed feeling, like you might pass out; little or no urination; high potassium-- nausea , weakness, tingly feeling, chest pain, irregular heartbeats, loss of movement; or low levels of sodium in the body-- headache , confusion, slurred speech, severe weakness, vomiting, loss of coordination, feeling unsteady. Common side effects of aliskiren may include: diarrhea.",aliskiren,Tekturna
amiloride / hydrochlorothiazide,Hypertension,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Hydrochlorothiazide and amiloride may cause serious side effects. Call your doctor at once if you have: a light-headed feeling, like you might pass out; high sodium-- headache , confusion, slurred speech, hallucinations, vomiting, severe weakness, muscle cramps, loss of coordination, feeling unsteady, shallow breathing; or high potassium-- slow heart rate , weak pulse, muscle weakness, tingly feeling. Common side effects of hydrochlorothiazide and amiloride may include: diarrhea , constipation ; mild stomach pain; or tired feeling.",hydrochlorothiazide and amiloride,Moduretic 5-50
amiloride,Hypertension,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Stop taking amiloride and call your doctor at once if you have: increased thirst, decreased urination; heavy sweating, or hot and dry skin ; tremors, confusion, loss of consciousness; jaundice (yellowing of the skin or eyes); high potassium--tiredness, numbness or tingling, slow or unusual heart rate, muscle weakness or limp feeling; or low levels of sodium in the body-- headache , confusion, slurred speech, severe weakness, vomiting , loss of coordination, feeling unsteady. Common side effects of amiloride may include: nausea , stomach pain, gas, loss of appetite; headache; or rash.",amiloride,Midamor
amlodipine / celecoxib,Hypertension,"chest pain spreading to your jaw or shoulder, sudden numbness or weakness on one side of the body, slurred speech, leg swelling, feeling short of breath. amlodipine and celecoxib may cause serious side effects. Stop using amlodipine and celecoxib and call your doctor at once if you have: nausea, weakness, tingly feeling; new or worsening chest pain; the first sign of any skin rash, no matter how mild; rapid weight gain, feeling short of breath; swelling in your arms, hands, legs, or feet; signs of stomach bleeding--bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds; liver problems--stomach pain (upper right side), dark urine, jaundice (yellowing of the skin or eyes); or low red blood cells (anemia)--pale skin, unusual tiredness, feeling light-headed, cold hands and feet. Common side effects of amlodipine and celecoxib may include: stomach pain, heartburn , gas, diarrhea , nausea; drowsiness, feeling tired; swelling; increased urination; joint pain; rash; flushing (sudden warmth or redness in your face); headache , dizziness ; or cold symptoms such as stuffy nose, sneezing, sore throat.",amlodipine and celecoxib,Consensi
amlodipine / hydrochlorothiazide / olmesartan,Hypertension,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Amlodipine, hydrochlorothiazide, and olmesartan may cause serious side effects. Call your doctor at once if you have: worsening chest pain; a light-headed feeling, like you might pass out; an unusual skin rash ; pain or burning when you urinate; severe or ongoing diarrhea with weight loss ; blurred vision, tunnel vision, eye pain , or seeing halos around lights; kidney problems--little or no urination, swelling in your feet or ankles, feeling tired or short of breath; or signs of an electrolyte imbalance--increased thirst or urination, confusion, vomiting, constipation , muscle pain or weakness, leg cramps, lack of energy, irregular heartbeats, numbness or tingling, loss of movement. Common side effects of amlodipine, hydrochlorothiazide, and olmesartan may include: dizziness ; headache , tired feeling; swelling in your hands or feet; nausea , diarrhea; runny or stuffy nose, sore throat ; muscle spasms; swollen joints; or painful urination.","amlodipine, hydrochlorothiazide, and olmesartan",Tribenzor
amlodipine / perindopril,Hypertension,"hives; severe stomach pain; difficulty breathing; swelling of your face, lips, tongue, or throat. You may be more likely to have an allergic reaction if you are African-American. Amlodipine and perindopril may cause serious side effects. Call your doctor at once if you have: a light-headed feeling, like you might pass out; swelling in your hands or feet, rapid weight gain; little or no urinating; new or worsened chest pain; jaundice (yellowing of the skin or eyes); or high potassium-- nausea , weakness, tingly feeling, chest pain, irregular heartbeats, loss of movement. Common side effects of amlodipine and perindopril may include: cough; headache , dizziness ; or swelling in your hands or feet.",amlodipine and perindopril,Prestalia
amlodipine / telmisartan,Hypertension,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. In rare cases, amlodipine and telmisartan can cause a condition that results in the breakdown of skeletal muscle tissue, leading to kidney failure . Call your doctor right away if you have unexplained muscle pain, tenderness, or weakness especially if you also have fever, unusual tiredness, or dark colored urine. Amlodipine and telmisartan may cause serious side effects. Call your doctor at once if you have: a light-headed feeling, like you might pass out; shortness of breath (even with mild exertion), swelling, rapid weight gain; new or worsened chest pain; pounding heartbeats or fluttering in your chest; tremors, muscle stiffness or twitching; or high potassium-- nausea , slow or unusual heart rate, weakness, loss of movement. Common side effects of amlodipine and telmisartan may include: swelling in your hands or feet; fast or pounding heartbeats; dizziness , drowsiness; flushing (warmth, redness, or tingly feeling); back pain ; or nausea, diarrhea, stomach pain.",amlodipine and telmisartan,Twynsta
Atacand HCT,Hypertension,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. In rare cases, Atacand HCT can cause a condition that results in the breakdown of skeletal muscle tissue, leading to kidney failure . Call your doctor right away if you have unexplained muscle pain, tenderness, or weakness especially if you also have fever, unusual tiredness, and dark colored urine. Also call your doctor at once if you have: eye pain , vision problems; a light-headed feeling, like you might pass out; little or no urinating; jaundice (yellowing of the skin or eyes); easy bruising, unusual bleeding; or signs of an electrolyte imbalance--increased thirst or urination, confusion, vomiting, constipation , muscle pain or weakness, leg cramps, bone pain, lack of energy, irregular heartbeats, tingly feeling. Common side effects of Atacand HCT may include: dizziness ; back pain ; or cold or flu symptoms.",hydrochlorothiazide and candesartan,
azilsartan medoxomil / chlorthalidone,Hypertension,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Azilsartan and chlorthalidone may cause serious side effects. Call your doctor at once if you have: feeling like you might pass out; little or no urination; swelling, weight gain, feeling short of breath; or signs of electrolyte imbalance--dry mouth, extreme thirst, weakness, drowsiness, restless feeling, confusion, increased or decreased urination, nausea and vomiting , constipation , muscle pain or weakness, fast heart rate , or seizure (convulsions). Common side effects of azilsartan and chlorthalidone may include: dizziness ; or feeling tired.",azilsartan and chlorthalidone,Edarbyclor
azilsartan medoxomil,Hypertension,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Azilsartan may cause serious side effects. Call your doctor at once if you have: little or no urination; or a light-headed feeling, like you might pass out. Common azilsartan side effects may include: diarrhea.",azilsartan medoxomil,Edarbi
betaxolol,Hypertension,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Betaxolol may cause serious side effects. Call your doctor at once if you have: shortness of breath (even with mild exertion), swelling, rapid weight gain; slow or uneven heartbeats; a light-headed feeling, like you might pass out; or lupus -like syndrome--joint pain or swelling with fever, swollen glands, muscle aches, chest pain, vomiting , unusual thoughts or behavior, and patchy skin color. Slow heartbeats may be more likely in older adults. Common side effects of betaxolol may include: slow heartbeats; headache, dizziness; feeling weak or tired; upset stomach ; or decreased sex drive, impotence , or difficulty having an orgasm.",betaxolol,Kerlone
Brevibloc,Hypertension,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Tell your caregivers right away if you have: a light-headed feeling, like you might pass out; very slow heartbeats; swelling in your hands or feet; wheezing, chest tightness, feeling short of breath; weak or shallow breathing; pain, swelling, irritation, bruising, or skin changes around the IV needle; cold feeling in your hands and feet; high potassium-- nausea , slow or unusual heart rate, weakness, loss of movement; or low blood sugar -- headache , hunger, sweating, irritability, dizziness , nausea, fast heart rate , and feeling anxious or shaky. Common side effects of Brevibloc may include: increased sweating; nausea; dizziness, drowsiness; or low blood pressure .",esmolol,
candesartan / hydrochlorothiazide,Hypertension,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. In rare cases, hydrochlorothiazide and candesartan can cause a condition that results in the breakdown of skeletal muscle tissue, leading to kidney failure . Call your doctor right away if you have unexplained muscle pain, tenderness, or weakness especially if you also have fever, unusual tiredness, and dark colored urine. Also call your doctor at once if you have: eye pain , vision problems; a light-headed feeling, like you might pass out; little or no urinating; jaundice (yellowing of the skin or eyes); easy bruising, unusual bleeding; or signs of an electrolyte imbalance--increased thirst or urination, confusion, vomiting, constipation , muscle pain or weakness, leg cramps, bone pain, lack of energy, irregular heartbeats, tingly feeling. Common side effects of hydrochlorothiazide and candesartan may include: dizziness ; back pain ; or cold or flu symptoms.",hydrochlorothiazide and candesartan,Atacand HCT
captopril / hydrochlorothiazide,Hypertension,"hives ; severe stomach pain; difficulty breathing; swelling of your face, lips, tongue, or throat. Hydrochlorothiazide and captopril may cause serious side effects. Call your doctor at once if you have: a light-headed feeling, like you might pass out; eye pain , vision problems; little or no urinating; chest pain, pounding heartbeats or fluttering in your chest; swelling, weight gain, shortness of breath; pale skin, easy bruising or bleeding; sudden weakness or ill feeling, fever, chills, sore throat , mouth sores, trouble swallowing; high potassium-- nausea , slow or unusual heart rate, weakness, loss of movement; low potassium --leg cramps, constipation , irregular heartbeats, fluttering in your chest, increased thirst or urination, numbness or tingling, muscle weakness or limp feeling; low levels of sodium-- headache , confusion, slurred speech, severe weakness, vomiting, loss of coordination, feeling unsteady; or severe skin reaction--fever, sore throat, swelling in your face or tongue, burning in your eyes, skin pain, followed by a red or purple skin rash that spreads (especially in the face or upper body) and causes blistering and peeling. Common side effects of hydrochlorothiazide and captopril may include: cough; mild itching or rash; joint pain; numbness in your hands or feet; decreased sense of taste; or flushing (warmth, redness, or tingly feeling).",hydrochlorothiazide and captopril,"Capozide 25/15, Capozide 25/25, Capozide 50/15, Capozide 50/25"
Cardene IV,Hypertension,"Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor immediately if any of the following side effects occur: More common Blurred vision confusion dizziness, faintness, or lightheadedness when getting up from a lying or sitting position suddenly sweating unusual tiredness or weakness Less common Bleeding, blistering, burning, coldness, discoloration of skin, feeling of pressure, hives, infection, inflammation, itching, lumps, numbness, pain, rash, redness, scarring, soreness, stinging, swelling, tenderness, tingling, ulceration, or warmth at site blood in urine chills cold sweats convulsions decreased urine dry mouth extra heartbeat fast, pounding, or irregular heartbeat or pulse frequent urination increased thirst increased volume of pale, dilute urine irregular heartbeat loss of appetite mood changes muscle pain or cramps nausea or vomiting numbness or tingling in hands, feet, or lips shortness of breath Rare Arm, back, or jaw pain black, tarry stools bleeding gums blood in urine or stools bone pain burning, dry, or itching eyes changes in skin color chest pain chest tightness or heaviness convulsions discharge, excessive tearing feeling of warmth or heat flushing or redness of skin, especially on face and neck headache, sudden and severe increased need to urinate nervousness pain, tenderness, or swelling of foot or leg passing urine more often pinpoint red spots on skin pounding in the ears slow or fast heartbeat redness, pain, or swelling of eye, eyelid, or inner lining of eyelid swelling around the eyes or the whole face troubled breathing unusual bleeding or bruising weakness Symptoms of overdose Sleepiness slurred speech Some side effects may occur that usually do not need medical attention. These side effects may go away during treatment as your body adjusts to the medicine. Also, your health care professional may be able to tell you about ways to prevent or reduce some of these side effects. Check with your health care professional if any of the following side effects continue or are bothersome or if you have any questions about them: Rare Acid or sour stomach belching continuing ringing or buzzing or other unexplained noise in ears excessive muscle tone fever hearing loss heartburn indigestion lack or loss of strength muscle stiffness muscle tension or tightness neck pain stomach discomfort, upset, or pain wheezing Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. Cardene IV side effects",nicardipine (intravenous route),
chlorothiazide,Hypertension,"a light-headed feeling, like you might pass out; little or no urination; severe pain in your upper stomach spreading to your back; low blood cell counts--pale or yellowed skin, dark colored urine, fever, easy bruising or bleeding; or signs of an electrolyte imbalance--dry mouth, increased thirst or urination, confusion, vomiting, constipation , muscle pain or weakness, leg cramps, dizziness , drowsiness, lack of energy, feeling restless, fast heartbeats, tingly feeling. Common side effects of chlorothiazide may include: dizziness, spinning sensation; numbness or tingling; diarrhea, constipation, stomach cramps; blurred vision; muscle spasm; or impotence , sexual problems.",chlorothiazide (oral/injection),"Diuril, Diuril Sodium"
clevidipine,Hypertension,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Tell your caregivers right away if you have: chest pain; pounding heartbeats or fluttering in your chest; a light-headed feeling, like you might pass out; severe dizziness or confusion; vision problems; shortness of breath; or swelling in your hands or feet. Common side effects of clevidipine may include: headache ; or nausea and vomiting .",clevidipine,Cleviprex
Cleviprex,Hypertension,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Tell your caregivers right away if you have: chest pain; pounding heartbeats or fluttering in your chest; a light-headed feeling, like you might pass out; severe dizziness or confusion; vision problems; shortness of breath; or swelling in your hands or feet. Common Cleviprex side effects may include: headache ; or nausea and vomiting .",clevidipine,
Conjupri,Hypertension,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. In rare cases, when you first start taking Conjupri, your angina may get worse or you could have a heart attack. Seek emergency medical attention or call your doctor right away if you have symptoms such as: chest pain or pressure, pain spreading to your jaw or shoulder, nausea , sweating. Conjupri may cause serious side effects. Call your doctor at once if you have: pounding heartbeats or fluttering in your chest; worsening chest pain; or a light-headed feeling, like you might pass out. Common side effects of Conjupri may include: fast heartbeats; swelling in your feet or ankles; dizziness , drowsiness; feeling tired; stomach pain, nausea; or flushing (warmth, redness, or tingly feeling).",levamlodipine,
Consensi,Hypertension,"Consensi can cause serious side effects, including: See Important information . liver problems, including liver failure worsening chest pain (angina) or heart attack, particularly in people with severe obstructive coronary artery disease heart failure swelling of your arms, legs, hands and feet (peripheral edema) is common with Consensi but can sometimes be serious. kidney problems, including kidney failure increased potassium levels (hyperkalemia) life-threatening allergic reactions life-threatening skin reactions low red blood cells (anemia) Your healthcare provider will monitor your blood pressure and do blood tests to check you for side effects during treatment. Consensi may cause fertility problems in females that is reversible when treatment is stopped. Talk to your healthcare provider if this is a concern for you. The most common side effects include: swelling of the arms, legs, hands, and feet joint swelling dizziness stomach pain diarrhea heartburn headache frequent urination hot or warm feeling in your face (flushing) gas tiredness extreme sleepiness shortness of breath or trouble breathing chest pain weakness in one part or side of your body slurred speech swelling of the face or throat Stop treatment and call your healthcare provider right away if you get any of the following symptoms: nausea more tired or weaker than usual diarrhea itching your skin or eyes look yellow indigestion or stomach pain flu-like symptoms vomit blood there is blood in your bowel movement or it is black and sticky like tar unusual weight gain skin rash or blisters with fever swelling of the arms, legs, hands and feet These are not all the possible side effects. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088. Consensi side effects",amlodipine and celecoxib,
Corzide,Hypertension,"Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor immediately if any of the following side effects occur: Less common Blurred vision burning, crawling, itching, numbness, prickling, ""pins and needles"", or tingling feelings chest pain, tightness, or discomfort confusion cough difficulty breathing dilated neck veins dizziness, faintness, or lightheadedness when getting up suddenly from a lying or sitting position irregular breathing lightheadedness, dizziness, or fainting noisy breathing paleness or cold feeling in fingertips and toes slow or irregular heartbeat slurred speech sweating swelling of face, fingers, feet, or lower legs tingling or pain in fingers or toes when exposed to cold unusual tiredness or weakness weight gain Incidence not known Back or leg pains black, tarry stools bleeding gums bloating blood in urine or stools chills clay-colored stools cloudy urine cold sweats constipation coughing up blood dark urine difficulty swallowing drowsiness dry mouth fast heartbeat fever flushed, dry skin fruit-like breath odor general body swelling general feeling of discomfort or illness general tiredness and weakness headache hives, skin rash hoarseness increased hunger increased thirst increased urination indigestion joint pain, stiffness, or swelling light-colored stools loss of appetite lower back or side pain muscle tremors nausea and vomiting nosebleeds pain in the muscles painful or difficult urination pains in stomach, side, or abdomen, possibly radiating to the back pale skin pinpoint red spots on the skin puffiness or swelling of the eyelids or around the eyes, face, lips, or tongue rapid, deep breathing redness, soreness, or itching skin restlessness sore throat sores, ulcers, or white spots on the lips or in the mouth sores, welting, or blisters stomach cramps sugar in the urine swollen or painful glands tenderness of salivary glands thickening of bronchial secretions trouble breathing unpleasant breath odor unusual bleeding or bruising unusual weight loss upper right stomach pain vomiting of blood yellow eyes or skin Symptoms of overdose Change in consciousness decreased urination diarrhea fast, slow, or shallow breathing gas heartburn increase in heart rate increased sweating indigestion loss of consciousness low blood pressure muscle cramps numbness, tingling, pain, or weakness in the hands or feet pale or blue lips, fingernails, or skin seizures sunken eyes trembling unusual drowsiness, dullness, or feeling of sluggishness unusual paleness weakness and heaviness of the legs wrinkled skin Some side effects may occur that usually do not need medical attention. These side effects may go away during treatment as your body adjusts to the medicine. Also, your health care professional may be able to tell you about ways to prevent or reduce some of these side effects. Check with your health care professional if any of the following side effects continue or are bothersome or if you have any questions about them: Less common Change in behavior continuing ringing or buzzing or other unexplained noise in the ears decreased interest in sexual intercourse dry eyes or skin excess air or gas in stomach or intestines hair loss, thinning of hair hearing loss inability to have or keep an erection loss in sexual ability, desire, drive, or performance relaxed and calm sleepiness stomach soreness or discomfort stuffy nose weight loss Incidence not known Cracks in the skin discoloration of skin feeling of constant movement of self or surroundings increased sensitivity of skin to sunlight large, flat, blue or purplish patches in the skin loss of heat from the body muscle spasm, weakness, or restlessness scaly skin sensation of spinning severe sunburn Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. Corzide side effects",nadolol and bendroflumethiazide (oral route),
Corzide 40/5,Hypertension,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Corzide 40/5 may cause serious side effects. Call your doctor at once if you have: fast, slow, or uneven heartbeat; numbness or cold feeling in your hands and feet; a light-headed feeling, like you might pass out; little or no urination; or signs of an electrolyte imbalance--dry mouth, increased thirst, mood changes, confusion, vomiting, muscle pain or weakness, lack of energy, fast heartbeats, little or no urine. Common side effects of Corzide 40/5 may include: dizziness; or feeling tired.",bendroflumethiazide and nadolol,Corzide 80/5
Corzide 80/5,Hypertension,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Corzide 80/5 may cause serious side effects. Call your doctor at once if you have: fast, slow, or uneven heartbeat; numbness or cold feeling in your hands and feet; a light-headed feeling, like you might pass out; little or no urination; or signs of an electrolyte imbalance--dry mouth, increased thirst, mood changes, confusion, vomiting, muscle pain or weakness, lack of energy, fast heartbeats, little or no urine. Common side effects of Corzide 80/5 may include: dizziness; or feeling tired.",bendroflumethiazide and nadolol,Corzide 40/5
